,Q1,,,,,,,,,,,,Q2,,,,,,,,,,,
804152,19452.28,0.944430092,0.842293809,0.79548762,362688.5,1.780449189,1.030428446,1.834625491,311438,1.599635571,0.9665461,1.546121523,22299.81,1.146377886,0.944430092,1.082673773,299849,0.826740228,1.780449189,1.471968969,299167,0.960599026,1.599635571,1.536608371
804172,19922.71,0.753493704,0.935091194,0.704585327,398526,0.720052116,0.799140346,0.575422698,385101,0.712791377,0.870561939,0.620529044,27312.84,1.37092138,0.753493704,1.032980628,417150,1.046732091,0.720052116,0.753701657,398463,1.034697301,0.712791377,0.737523314
804175,11000,11001,0.000169161,1.860943268,241718,0.903957317,0.737082792,0.666291382,240540,0.530973666,1,0.530973666,24480,2.225343151,11001,24481,292372,1.209557379,0.903957317,1.093388242,285760,1.187992899,0.530973666,0.630792945
804176,31226.48,31227.48,1,31227.48,682634,1.135080074,0.830304647,0.94246226,623902,0.735689236,1.034458515,0.761039995,10618.5566,0.34007088,31227.48,10619.5566,319012,0.467325877,1.135080074,0.530452291,487407,0.781224004,0.735689236,0.574738091
804178,24850,0.931538897,1.239322082,1.154476725,415222,0.641354255,1.006541675,0.645549786,365038,0.637048485,0.993434552,0.632865976,21353.6,0.859305461,0.931538897,0.800476461,355758,0.856790207,0.641354255,0.549506045,308762,0.84583565,0.637048485,0.538838319
804182,23332,0.987483481,1.219951267,1.204681724,350100,1.318716775,1.037074844,1.367607994,351187,1.464834471,0.95648491,1.401092067,28189.8,1.208194403,0.987483481,1.193072014,360248,1.028985921,1.318716775,1.356940996,351187,1,1.464834471,1.464834471
804188,40269.7307,2.75074836,0.922773708,2.538318263,611876.393,2.691383354,1.010940275,2.720827828,532078.647,2.196641157,0.975914798,2.143734612,47076.4164,1.169023149,2.75074836,3.215688509,675606.136,1.104154433,2.691383354,2.971702861,525624.6628,0.987870267,2.196641157,2.169996486
804210,12155,12156,5.75E-05,0.698913398,171038,1.051600928,0.551560462,0.580021493,160112,0.530969595,1.04038672,0.552413716,19407.6,1.59662718,12156,19408.6,198876,1.162758201,1.051600928,1.222757603,188500,1.177299782,0.530969595,0.625110389
804217,22179.1,22180.1,4.71E-05,1.043572714,350760,2.316727197,0.434525821,1.006677788,324480,1.017679748,0.99038736,1.007897158,30947.7,1.39533636,22180.1,30948.7,376141,1.072359812,2.316727197,2.484365141,358320,1.104289619,1.017679748,1.123813181
804220,12336.4,0.512201696,1.247655607,0.639051318,197820,0.972244339,1.083192523,1.053127798,177503,0.951245761,1.002560429,0.953681358,16000,1.296950735,0.512201696,0.664300366,221497,1.119689012,0.972244339,1.088611303,221103,1.245628268,0.951245761,1.184898609
804232,24009.51,0.626464403,1.329091587,0.832628567,660487.21,1.092277794,1.131587775,1.236008198,459204,1.111153887,1.181285546,1.312590025,35400,1.474396004,0.626464403,0.923656612,811678.5,1.228908386,1.092277794,1.342309341,467637,1.018364347,1.111153887,1.131559502
804233,22810.48,0.892047069,1.730471267,1.543661821,281120,0.704514117,1.196064166,0.84264409,252724,0.654567898,0.984172111,0.64420747,31110.18,1.363838734,0.892047069,1.216608344,337380,1.200127347,0.704514117,0.845506658,279574,1.106241963,0.654567898,0.724110477
804236,25675.16,0.643232515,1.257697576,0.808991975,566220.5,0.972282387,1.110490947,1.079710789,540679,1.068473082,1.046958273,1.118646733,34083.54,1.327478096,0.643232515,0.853877074,633218,1.118323836,0.972282387,1.087326569,589320,1.08996264,1.068473082,1.164595741
804243,11604.17,0.476157813,1.581397224,0.752994643,180938,0.916767452,1.108593041,1.016322017,177639,1.012218764,1.052802564,1.065666509,16700.35,1.439130146,0.476157813,0.685253062,202151,1.117238406,0.916767452,1.024247807,195966,1.103169331,1.012218764,1.116648697
804244,0,2.69E-05,1.149325373,3.09E-05,130850,0.512632484,1.060695979,0.543747215,211752,0.860330676,1.128997623,0.971311288,16367.95,16368.95,0.0000269,0.440751531,244501,1.868552781,0.512632484,0.957880854,232142,1.096291434,0.860330676,0.94317315
804254,24850,24851,5.03E-05,1.250206225,329756,1.366662644,0.380357397,0.519820246,284328,0.448333996,1.02632264,0.460135331,29850,1.201199147,24851,29851,335796,1.018316518,1.366662644,1.391695145,301428,1.060141597,0.448333996,0.475297519
804255,20613.4,0.564380414,1.328210237,0.749615843,386990.4,0.994325921,1.140188792,1.133719271,383286,1.015428412,1.145331846,1.163002498,21490,1.042523673,0.564380414,0.588379942,356249.2,0.920563609,0.994325921,0.915340259,359645,0.938320371,1.015428412,0.952797164
804258,29418.22,0.699176671,1.390670026,0.972324039,638961,0.898287102,1.103439617,0.991205576,561607,0.956327026,1.041702426,0.996208183,42199.6,1.434456794,0.699176671,1.002938726,722880,1.131336449,0.898287102,1.01626494,652100,1.161131964,0.956327026,1.110421878
804260,12760,12761,5.83E-05,0.743861359,224308.49,1.978084874,0.307421231,0.608105287,259436.3512,0.665679978,1.021816774,0.680202968,16060,1.258600423,12761,16061,238716,1.064230497,1.978084874,2.105138248,263378,1.015193066,0.665679978,0.675793698
804261,12650,0.407951717,1.374473936,0.560719002,190925,0.206247939,1.146765143,0.236517947,167069,0.221525101,1.007856589,0.223265533,19560,1.546201881,0.407951717,0.630775712,222349,1.164587327,0.206247939,0.240193736,205202,1.228245646,0.221525101,0.272087241
804263,15520,1.146659281,13535.843,15521,243138,0.577362911,1.978117167,1.142091487,244832,0.578874318,1.254221312,0.726036507,31582,2.034856002,1.146659281,2.333286519,294452,1.211048001,0.577362911,0.6992142,262932,1.073927943,0.578874318,0.621669306
804265,9760,9761,1,9761,154440,1.956881478,-0.923099416,-1.80639615,176792,1.014646206,1.050766484,1.066156226,29588,3.031349247,9761,29589,205920,1.333331175,1.956881478,2.60917108,182160,1.030363193,1.014646206,1.045454105
804278,16240,16241,1,16241,460142,0.496741305,1.024822577,0.509071704,535646,0.442438192,1.061129948,0.469484416,29320,1.805369128,16241,29321,527600,1.146602252,0.496741305,0.569564699,574406,1.072361089,0.442438192,0.474453501
804282,34073.45,34074.45,2.02E-05,0.68963573,692726,1.895427795,0.430841406,0.816628776,670914,0.896193212,1.040003871,0.93204441,43665,1.281488036,34074.45,43666,706450,1.019811556,1.895427795,1.932979169,685150,1.021218783,0.896193212,0.915209341
804310,16100,0.665635927,1.428609378,0.950933727,304480,0.521928806,1.193453417,0.622897717,251520,0.521036237,1.047672557,0.545875366,29850,1.853984225,0.665635927,1.234078507,462840,1.520098134,0.521928806,0.793383004,403168,1.602923812,0.521036237,0.83518139
804320,22855,2.512659076,0.319865531,0.80371303,478800,0.499098019,0.827258469,0.412883063,465120,0.401723073,1.093749911,0.439384576,12160,0.532070354,2.512659076,1.336911403,383040,0.800000418,0.499098019,0.399278623,437760,0.941176597,0.401723073,0.378092355
804322,14722.18,1.033559149,2.325427282,2.403466644,282852,1.100144229,1.195991285,1.31576291,216833,1.016237758,0.896289986,0.910843726,19440,1.320434852,1.033559149,1.364747522,321910,1.138085861,1.100144229,1.252058592,350325,1.615641458,1.016237758,1.641875853
804325,28000,28001,2.56E-05,0.717266121,508060,2.424994105,0.138266184,0.335294682,506160,0.364307678,1.049999962,0.382523048,40520,1.447126888,28001,40521,656640,1.292445199,2.424994105,3.134171988,616740,1.218468037,0.364307678,0.443897261
804326,44980,4.425185641,0.262390806,1.161128028,781660,0.525740438,0.711834718,0.374240297,752400,0.408585697,1.07051278,0.43739621,56400,1.253884974,4.425185641,5.548673781,880080,1.125911361,0.525740438,0.591937132,799140,1.06212113,0.408585697,0.433967502
804327,0,0.000555247,1801,1,68059,1.144253823,1.014394799,1.160725127,224410,1.454832234,0.99712831,1.450654408,0,1,0.000555247,0.000555247,94495,1.388421981,1.144253823,1.58870716,148589,0.662133318,1.454832234,0.963292894
804329,30779.08,0.680682859,1.981574397,1.348823726,703753,0.73726684,1.677482878,1.236752501,628785,0.73551081,1.747863092,1.2855722,37950.21,1.232979576,0.680682859,0.839268063,729905,1.037160712,0.73726684,0.764664201,681678,1.084119239,0.73551081,0.79738142
804333,35381.25,3.208805498,0.381711853,1.224839093,540247,0.606938854,0.839872178,0.509751057,500167,0.521544525,1.065646132,0.555781905,41094.77,1.161479838,3.208805498,3.72696289,610433,1.12991441,0.606938854,0.685788957,520568,1.040788295,0.521544525,0.542817437
804352,15433.39,15434.39,1,15434.39,166565.8,1.7817863,0.705432446,1.256929867,140020,0.436122265,1.113144316,0.48546702,21669.42,1.404034756,15434.39,21670.42,228439.4,1.371464181,1.7817863,2.44365609,224430,1.602838146,0.436122265,0.699033402
804370,22285,22286,6.11E-05,1.361659085,417855,0.763185212,0.678442186,0.517777044,415594,0.565392051,1.051064389,0.59426345,33581.55,1.506889976,22286,33582.55,475455,1.137846531,0.763185212,0.868387646,439182,1.056757179,0.565392051,0.597482109
804375,15260,3.353328939,0.396204212,1.32860305,342950,2.016880941,0.572389747,1.154441971,322958,1.159530466,0.964084833,1.117885736,20470,1.341393094,3.353328939,4.498132279,318051.6707,0.927399747,2.016880941,1.870454875,297257,0.920420239,1.159530466,1.067255309
804412,17420,0.432867878,1.725775886,0.747032946,316731,0.260725264,1.804499308,0.470478559,310104,0.409037561,1.233061695,0.504368548,24855,1.426783767,0.432867878,0.617608862,378920,1.196345807,0.260725264,0.311917577,369028,1.19001306,0.409037561,0.48676004
804422,16870.96,1.917519181,0.53181651,1.019768358,269177,1.547244519,1.064643117,1.647263228,261090,1.532421792,1.076437767,1.649556692,24285,1.439429681,1.917519181,2.760134023,355478,1.320609411,1.547244519,2.043305673,350772,1.343489435,1.532421792,2.058792487
804459,0,3.56E-05,1.716152803,6.12E-05,175372,0.687146524,1.08690353,0.746861983,286566,1.137613492,1.212822504,1.379723244,23903.2,23904.2,0.0000356,0.851754514,129150,0.736436053,0.687146524,0.506039475,123000,0.429222485,1.137613492,0.48828929
804473,32295.68,1.898226866,1.044053689,1.981850763,929202,0.712869488,0.8649971,0.616630039,645011,0.660021077,0.75901842,0.500968155,43428.39,1.344701375,1.898226866,2.552548277,1279071,1.376525904,0.712869488,0.981283316,733183,1.136698232,0.660021077,0.750244792
804491,0,1.78E-05,56071.5161,1,535086,0.381023362,1.348870866,0.513951312,699666,0.515736704,1.058175354,0.545739869,0,1,0.0000178,0.0000178,0,0.00000187,0.381023362,0.000000712,0,0.00000143,0.515736704,0.000000737
804509,11660,1.647928807,1.632582155,2.690379164,227620,0.53616823,1.3636546,0.731148273,219100,0.475544142,0.681554157,0.324109087,24960,2.140553983,1.647928807,3.527480573,261060,1.146910874,0.53616823,0.614937173,251058,1.145859672,0.475544142,0.544906854
804561,41800,1.065722661,5.167194345,5.506796106,772920,0.525710411,1.331568392,0.700019366,656638,0.506802763,1.043893008,0.529047861,65000,1.555010646,1.065722661,1.657210083,769500,0.995575227,0.525710411,0.523384261,768540,1.170416317,0.506802763,0.593170223
804576,19285,1.748972798,3.11690407,5.451380434,405730,0.64988364,1.087192723,0.706548764,402980,0.570061854,1.08984508,0.621279107,12730,0.660116146,1.748972798,1.154525184,349280,0.860868408,0.64988364,0.559464295,390830,0.969849695,0.570061854,0.552874315
804578,17821.6,1.985756161,8975.2208,17822.6,342716,2.333842822,0.809259228,1.88868384,315078,2.168653917,0.61858824,1.341503811,24813,1.392277221,1.985756161,2.76472307,377041,1.100155522,2.333842822,2.567590068,371970,1.180564239,2.168653917,2.560235263
804585,0,4.90E-05,2.79810947,0.000137049,200981,0.94582235,1.144595858,1.082584344,250550,1.189655381,1.16588349,1.386999567,40598.3066,40599.3066,0.000049,1.988512325,539440,2.68402643,0.94582235,2.538612185,588465,2.348687493,1.189655381,2.794128714
804598,42700,0.744244298,1.89357192,1.409280104,827602,0.366568709,1.456362045,0.533856755,781280,0.570776878,1.028352023,0.586959557,48000,1.124118873,0.744244298,0.836619062,754300,0.911428547,0.366568709,0.334101186,753540,0.964494209,0.570776878,0.550510993
804606,9680,1.038000779,0.998887701,1.036846211,174746,1.361795809,1.005997366,1.369962997,181400,1.387364802,1.087922639,1.509345577,20350.63,2.102223944,1.038000779,2.18211009,235124,1.345516661,1.361795809,1.83231895,191163,1.05381999,1.387364802,1.462032761
804629,12485,0.931085074,13410.1602,12486,152246,0.864368365,1.706951864,1.475435192,139696,0.89072507,0.80298902,0.715242451,17358.13,1.390287522,0.931085074,1.29447596,142000,0.932701465,0.864368365,0.80619764,133076,0.952611724,0.89072507,0.848515145
804664,25300,1.054842659,23985.5677,25301,415547.8312,1.380801678,9.187301399,12.68584119,362289.8126,1.148739236,0.957800741,1.100263291,16900,0.667997312,1.054842659,0.704632061,247250,0.594998665,1.380801678,0.821575156,275653,0.760863898,1.148739236,0.874034214
804676,18657.25,18658.25,0.000149695,2.79304073,268060,17.74932793,0.063396369,1.125242943,260022,0.842315401,1.078723243,0.9086252,24469.5,1.311510994,18658.25,24470.5,307430,1.146869556,17.74932793,20.35616384,303550,1.167400576,0.842315401,0.983319484
804711,6710,0.694646689,2.60424693,1.809031507,180910,1.050373281,1.586767315,1.66669799,207590,1.118543244,1.546010323,1.729279402,23400,3.486961705,0.694646689,2.422206402,285635,1.578875801,1.050373281,1.658408955,255769,1.232086169,1.118543244,1.378141661
804746,48160,48161,7.52E-05,3.623650043,779760,0.604014702,0.720461694,0.435169456,752400,0.39214835,1.074074033,0.42119636,61000,1.26660576,48161,61001,889390,1.140594362,0.604014702,0.688935763,793440,1.054545382,0.39214835,0.413538231
804779,24988.03,1.917362269,0.878680001,1.68474788,519626,1.120423483,0.865538237,0.969769366,513963,0.938207653,1.050849724,0.985915253,35936.96,1.43814946,1.917362269,2.757453511,658035,1.266362218,1.120423483,1.418861966,642074,1.249260649,0.938207653,1.172065901
804870,44743.7,44744.7,4.76E-05,2.131833151,705134,1.067685509,0.506796895,0.541099701,675128,0.525695239,1.012151435,0.532083191,55278.1,1.23543347,44744.7,55279.1,784262,1.11221681,1.067685509,1.18749777,706558,1.046554066,0.525695239,0.55016849
804886,46000,1.528360943,5.88958377,9.001409805,754452,0.402075832,1.293223357,0.519973857,751982,0.458280109,1.048992508,0.480732401,52080,1.13217104,1.528360943,1.730365998,792794,1.050820926,0.402075832,0.422509698,777594,1.034059281,0.458280109,0.4738888
804944,51400,1.586618162,4.071373615,6.459715322,1136760,0.526269175,1.080273874,0.56851484,955280,0.44608138,1.011500526,0.45121155,74480,1.449018502,1.586618162,2.299039072,1091628,0.960297723,0.526269175,0.50537509,1005048,1.05209776,0.44608138,0.46932122
805013,30733.99,3.414619487,0.998209699,3.40850629,571257.8,2.631375229,0.702864319,1.849499757,501927,1.742298716,1.031138928,1.796552029,47838.2479,1.556507677,3.414619487,5.314881447,575234.9345,1.006962054,2.631375229,2.649695005,512531.1393,1.021126814,1.742298716,1.779107936
805033,25061.2,2.109473157,0.665331008,1.403497902,441856,0.573408379,1.052784614,0.603675519,376072,0.519447897,1.156335643,0.600656118,34078.8,1.359808796,2.109473157,2.868480154,515418,1.166483727,0.573408379,0.668871543,423728,1.126720078,0.519447897,0.585272375
805058,48400,3.09491803,1.042521385,3.226518232,832720,0.738088968,0.84878739,0.626480608,765978,0.790124371,0.944347563,0.746152025,64918,1.341273941,3.09491803,4.151132902,913680,1.09722344,0.738088968,0.809848516,818400,1.068437908,0.790124371,0.84419883
805101,24168.9,24169.9,6.67E-05,1.611219252,176300,1.845541123,3.046088601,5.621681776,123000,0.424907678,1.008403332,0.428478319,39831.8,1.648033298,24169.9,39832.8,270395,1.533717903,1.845541123,2.83053946,184500,1.499995935,0.424907678,0.63735979
805136,22867.4,1.740683985,0.75842711,1.320181924,484176,0.468400589,1.201390688,0.562732106,474542,0.488030042,1.102709926,0.538155572,31320,1.369619213,1.740683985,2.384074229,502784,1.038432226,0.468400589,0.486402266,515336,1.085964812,0.488030042,0.529983453
805143,13270.2,13271.2,6.67E-05,0.884687687,142120,3.001271287,1.199994932,3.601510333,140616,0.427698468,1.388778912,0.593978613,27911.75,2.10325743,13271.2,27912.75,162800,1.145509812,3.001271287,3.437985708,153365,1.090664713,0.427698468,0.466475627
805148,13532.65,13533.65,7.55E-05,1.021330466,142648,3.900953108,2.194665138,8.561285792,139795,0.403682708,1.359155941,0.548667751,28187.4,2.082837963,13533.65,28188.4,159720,1.119678371,3.900953108,4.367812823,149572,1.069937623,0.403682708,0.431915317
805174,19570,1.015727606,1.295950544,1.316332743,368351,2.205550569,1.111722065,2.451959234,362621,2.57739224,1.06506926,2.745101245,32330,1.65198508,1.015727606,1.67796685,408277,1.108390887,2.205550569,2.444612151,403324,1.112246361,2.57739224,2.86669514
805187,0,0.000138474,0.441222651,6.11E-05,516066.216,1.196433748,0.911230678,1.090227135,617627.3396,1.216727207,0.951706835,1.1579676,16240,16241,0.000138474,2.24895738,541080.39,1.048470767,1.196433748,1.25442581,625930.0436,1.013442881,1.216727207,1.233083526
805230,15616.4833,1.441433744,0.637297035,0.918621452,325889,0.575840209,1.379407878,0.79431852,329229,0.612205886,1.072173003,0.656390624,30660,1.963248458,1.441433744,2.829892574,370935,1.138224554,0.575840209,0.655435465,362121,1.099905841,0.612205886,0.67336883
805235,7370,0.491367242,15001,7371,343710,0.60329917,3.212422758,1.938051985,385890,0.455491731,2.861159758,1.30323461,0,0.000135667,0.491367242,0.0000667,271738,0.790603152,0.60329917,0.476970226,405726,1.051403116,0.455491731,0.478905425
